1.1.1	1	8995993	Δαρείου	Δαρεῖος	Darius	8995997
1.1.1	1	8995994	καὶ	καί	and	8995995
1.1.1	1	8995995	Παρυσάτιδος	Παρύσατις	Parysatis	8995993
1.1.1	1	8995996	γίγνονται	γίγνομαι	become	0
1.1.1	1	8995997	παῖδες	παῖς	a child	8995996
1.1.1	1	8995998	δύο	δύο	two	8995997
1.1.1	1	8995999	,	,	nodef	8995993
1.1.1	1	8996000	πρεσβύτερος	πρέσβυς	an old man; pl. ambassadors	8996002
1.1.1	1	8996001	μὲν	μέν	on the one hand	8995996
1.1.1	1	8996002	Ἀρταξέρξης	Ἀρταξέρξης	Artaxerxes	8995996
1.1.1	1	8996003	,	,	nodef	8995993
1.1.1	1	8996004	νεώτερος	νέος	young	8996006
1.1.1	1	8996005	δὲ	δέ	but	8995996
1.1.1	1	8996006	Κῦρος	Κῦρος	Cyrus	8996002
1.1.1	1	8996007	·	·	nodef	8995993
1.1.1	2	8996008	ἐπεὶ	ἐπεί	after	8996018
1.1.1	2	8996009	δὲ	δέ	but	8996018
1.1.1	2	8996010	ἠσθένει	ἀσθενέω	to be weak	8996008
1.1.1	2	8996011	Δαρεῖος	Δαρεῖος	Darius	8996010
1.1.1	2	8996012	καὶ	καί	and	8996013
1.1.1	2	8996013	ὑπώπτευε	ὑποπτεύω	to be suspicious	8996010
1.1.1	2	8996014	τελευτὴν	τελευτή	a finishing	8996013
1.1.1	2	8996015	τοῦ	ὁ	the	8996016
1.1.1	2	8996016	βίου	βίος	life	8996014
1.1.1	2	8996017	,	,	nodef	8996008
1.1.1	2	8996018	ἐβούλετο	βούλομαι	to will	0
1.1.1	2	8996019	τὼ	ὁ	the	8996020
1.1.1	2	8996020	παῖδε	παῖς	a child	8996022
1.1.1	2	8996021	ἀμφοτέρω	ἀμφότερος	each of two	8996022
1.1.1	2	8996022	παρεῖναι	πάρειμι	be present	8996018
1.1.1	2	8996023	.	.	nodef	8996008
1.1.2	3	8996024	ὁ	ὁ	the	8996027
1.1.2	3	8996025	μὲν	μέν	on the one hand	8996029
1.1.2	3	8996026	οὖν	οὖν	so	8996029
1.1.2	3	8996027	πρεσβύτερος	πρέσβυς	an old man; pl. ambassadors	8996029
1.1.2	3	8996028	παρὼν	πάρειμι	be present	8996029
1.1.2	3	8996029	ἐτύγχανε	τυγχάνω	(with gen.) to hit the mark	0
1.1.2	3	8996030	·	·	nodef	8996024
1.1.2	4	8996031	Κῦρον	Κῦρος	Cyrus	8996033
1.1.2	4	8996032	δὲ	δέ	but	8996033
1.1.2	4	8996033	μεταπέμπεται	μεταπέμπω	to send after	0
1.1.2	4	8996034	ἀπὸ	ἀπό	from	8996033
1.1.2	4	8996035	τῆς	ὁ	the	8996036
1.1.2	4	8996036	ἀρχῆς	ἀρχή	a beginning	8996034
1.1.2	4	8996037	ἧς	ὅς	who	8996039
1.1.2	4	8996038	αὐτὸν	αὐτός	unemph. 3rd pers.pronoun; -self; [the] same 	8996040
1.1.2	4	8996039	σατράπην	σατράπης	a satrap	8996040
1.1.2	4	8996040	ἐποίησε	ποιέω	to make	8996036
1.1.2	4	8996041	,	,	nodef	8996031
1.1.2	4	8996042	καὶ	καί	and	8996046
1.1.2	4	8996043	στρατηγὸν	στρατηγός	the leader	8996046
1.1.2	4	8996044	δὲ	δέ	but	8996046
1.1.2	4	8996045	αὐτὸν	αὐτός	unemph. 3rd pers.pronoun; -self; [the] same 	8996046
1.1.2	4	8996046	ἀπέδειξε	ἀποδείκνυμι	display	8996033
1.1.2	4	8996047	πάντων	πᾶς	all	8996043
