subj and opt	6166829	εἴη	εἰμί	pharr17	3spoa	327
subj and opt	6166937	πείσωμεν	πείθω	pharr9	1pasa	327
subj and opt	6166946	δύναισθ’	δύναμαι	to be able	2ppoe	327
subj and opt	6167340	πυθοίμην	πυνθάνομαι	to learn by hearsay	1saom	328
subj and opt	6167615	παύσωνται	παύω	pharr3	3pasm	329
subj and opt	6167618	χαλάσωσιν	χαλάω	to slacken	3pasa	329
subj and opt	6167668	ὦσιν	εἰμί	pharr17	3ppsa	329
subj and opt	6167719	λέγῃς	λέγω	to pick; to say	2spsa	329
subj and opt	6167791	εὐδοκιμοῖ	εὐδοκιμέω	to be of good repute	3spoa	330
subj and opt	6167835	ἐνέγκοι	φέρω	pharr30	3saoa	330
subj and opt	6167845	γένοιτο	γίγνομαι	pharr26	3saom	330
subj and opt	6167922	καταλίπω	καταλείπω	to leave behind	1sasa	330
subj and opt	6167961	κτήσωνται	κτάομαι	to procure for oneself	3pasm	330
subj and opt	6168063	πείσαιμι	πείθω	pharr9	1saoa	330
subj and opt	6168080	ᾖ	εἰμί	pharr17	3spsa	330
subj and opt	6168126	ὦσιν	εἰμί	pharr17	3ppsa	330
subj and opt	6168233	διαγάγῃ	διάγω	to carry over	3sasa	331
subj and opt	6168328	θείην	τίθημι	to set	1saoa	331
subj and opt	6168377	λάβῃ	λαμβάνω	pharr21	3sasa	331
subj and opt	6168400	εἴποι	λέγω	to pick; to say	3saoa	331
subj and opt	6168404	λάβοι	λαμβάνω	pharr21	3saoa	331
subj and opt	6168413	ἀπαιτοῖ	ἀπαιτέω	to demand back	3spoa	331
subj and opt	6168425	εἴη	εἰμί	pharr17	3spoa	331
subj and opt	6168460	λάβῃ	λαμβάνω	pharr21	3sasa	331
subj and opt	6168660	ἀπαιτοῖ	ἀπαιτέω	to demand back	3spoa	332
subj and opt	6168725	ἀποδῷ	ἀποδίδωμι	to give back	3sasa	332
subj and opt	6168735	γίγνηται	γίγνομαι	pharr26	3spse	332
subj and opt	6168739	ὦσιν	εἰμί	pharr17	3ppsa	332
subj and opt	6168766	τύχῃ	τυγχάνω	(with gen.) to hit the mark	3sasa	332
subj and opt	6168777	ὀφείλεται	ὀφείλω	to owe	3sasm	332
subj and opt	6168813	εἴη	εἰμί	pharr17	3spoa	332
subj and opt	6168824	εἴη	εἰμί	pharr17	3spoa	332
subj and opt	6168922	καλοῖτο	καλέω	pharr23	3spoe	332
subj and opt	6169102	φαίης	φημί	to say	2spoa	333
subj and opt	6169121	φαίης	φημί	to say	2spoa	333
subj and opt	6169223	δέῃ	δέω	pharr31	3spsa	333
subj and opt	6169263	δέῃ	δέω	pharr31	3spsa	333
subj and opt	6169289	δέῃ	δέω	pharr31	3spsa	333
subj and opt	6169301	ᾖ	εἰμί	pharr17	3spsa	333
subj and opt	6169317	δέῃ	δέω	pharr31	3spsa	333
subj and opt	6169344	δέῃ	δέω	pharr31	3spsa	333
subj and opt	6169399	εἴη	εἰμί	pharr17	3spoa	333
subj and opt	6169413	σκεψώμεθα	σκέπτομαι	to look about	1pasm	333
subj and opt	6169634	δοκῶσι	δοκέω	pharr23	3ppsa	334
subj and opt	6169648	ἡγῆται	ἡγέομαι	pharr25	3spse	334
subj and opt	6169831	μεταθώμεθα	μεταθέω	to run after	1ppse	334
subj and opt	6170075	φῶμεν	φημί	to say	1ppsa	335
subj and opt	6170307	φῇ	φημί	to say	3spsa	335
subj and opt	6170395	εἶεν	εἰμί	pharr17	3ppoa	336
subj and opt	6170418	φαίη	φημί	to say	3spoa	336
subj and opt	6170525	ἀποκρίνηται	ἀποκρίνω	to separate	3spse	336
subj and opt	6170582	λέγῃς	λέγω	to pick; to say	2spsa	336
subj and opt	6170591	λέγῃς	λέγω	to pick; to say	2spsa	336
subj and opt	6170783	ἐθελήσοις	ἐθέλω	pharr3	2sfoa	337
subj and opt	6170785	εἰρωνεύσοιο	εἰρωνεύομαι	to dissemble	2sfom	337
subj and opt	6170790	ποιήσοις	ποιέω	pharr23	2sfoa	337
subj and opt	6170792	ἀποκρινοῖο	ἀποκρίνω	to separate	2sfom	337
subj and opt	6170798	ἐρωτᾷ	ἐρωτάω	to ask	3spsa	337
subj and opt	6170817	ἔροιο	ἔρομαι	to ask	2spoe	337
subj and opt	6170825	προείποις	προλέγω	pick before; foretell; proclaim	2saoa	337
subj and opt	6170861	φλυαρῇς	φλυαρέω	to talk nonsense	2spsa	337
subj and opt	6170869	ἀποκρινοῖτο	ἀποκρίνω	to separate	3sfom	337
subj and opt	6170886	ἀποκρίνωμαι	ἀποκρίνω	to separate	1sasm	337
subj and opt	6170905	εἴπω	λέγω	to pick; to say	1sasa	337
subj and opt	6170921	εἶεν	εἰμί	pharr17	3ppoa	337
subj and opt	6170964	ἀπαγορεύωμεν	ἀπαγορεύω	to forbid; to give up	1ppsa	337
subj and opt	6170989	θαυμάσαιμι	θαυμάζω	to wonder	1saoa	337
subj and opt	6170999	δόξειεν	δοκέω	pharr23	3saoa	337
subj and opt	6171071	γένηται	γίγνομαι	pharr26	3sasm	337
subj and opt	6171109	διαπράξηται	διαπράσσω	to pass over; bring about	3sasm	337
subj and opt	6171114	ἀποκρίνηται	ἀποκρίνω	to separate	3spse	337
subj and opt	6171119	λαμβάνῃ	λαμβάνω	pharr21	3spsa	337
subj and opt	6171122	ἐλέγχῃ	ἐλέγχω	cross-examine; put to the test; prove; refute	3spsa	337
subj and opt	6171135	ἀποκρίναιτο	ἀποκρίνω	to separate	3saom	338
subj and opt	6171155	εἴη	εἰμί	pharr17	3spoa	338
subj and opt	6171194	φθονήσῃς	φθονέω	to bear ill-will	2sasa	338
subj and opt	6171229	εὐδοκιμήσειεν	εὐδοκιμέω	to be of good repute	3saoa	338
subj and opt	6171327	δρῶ	δράω	to do	1spsa	338
subj and opt	6171332	δοκῇ	δοκέω	pharr23	3spsa	338
subj and opt	6171337	εἴσῃ	οἶδα	to know	3sasa	338
subj and opt	6171383	μάθω	μανθάνω	to learn	1sasa	338
subj and opt	6171467	κακουργήσαις	κακουργέω	to do evil	2saoa	338
subj and opt	6171659	ἀποκρινοίμην	ἀποκρίνω	to separate	1spoe	339
subj and opt	6171872	σκοπῶμεν	σκοπέω	to look at	1ppsa	339
subj and opt	6171894	προστάττωσιν	προστάσσω	to order	3ppsa	339
